InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV10782,P8172,Trial Page,27,2023-11-10 13:08:54,25.19,10090.0,Netherlands
INV10699,P1745,Turn Put,33,2023-12-01 18:27:26,54.94,10031.0,Netherlands
INV10475,P3184,Money Power,1,2024-01-23 13:59:29,28.11,10020.0,Netherlands
INV10681,P4033,Small Event,19,2024-03-31 18:49:58,84.84,10011.0,Netherlands
INV10510,P7797,Together Front,36,2024-04-10 14:35:58,16.01,10090.0,France
INV10058,P3664,Life Mr,35,2024-03-08 11:03:40,32.99,10083.0,United Kingdom
INV10474,P8478,Full Discuss,45,2025-03-12 23:40:08,17.2,10069.0,USA
INV10560,P7211,Collection Seem,26,2024-12-16 11:54:52,11.31,10010.0,Germany
INV10856,P5781,Onto Over,33,2025-07-07 15:02:40,29.1,10040.0,Australia
INV10747,P1043,Present Such,36,2025-02-17 00:39:57,80.06,10098.0,Germany
INV10252,P8811,Maybe Only,26,2024-07-29 20:05:55,58.47,10064.0,France
INV10021,P8359,Best Knowledge,38,2024-07-25 15:50:11,88.49,10006.0,United Kingdom
INV10313,P4335,History Specific,2,2024-11-03 09:43:48,93.34,10010.0,Netherlands
INV10459,P7291,Million Guess,28,2025-05-07 06:15:29,13.4,10003.0,USA
INV10160,P6107,Then Who,45,2024-04-17 14:39:46,58.51,10068.0,Canada
INV10276,P7484,Page Maintain,26,2025-01-03 20:55:50,86.6,10066.0,Canada
INV10955,P4945,Audience Hundred,18,2024-09-05 04:17:55,72.12,10039.0,Australia
INV10191,P8749,Head Congress,6,2025-04-25 21:50:29,56.11,10034.0,Canada
INV10385,P1452,Past Start,50,2025-03-26 22:14:37,20.69,10028.0,Canada
INV10805,P7690,Old Issue,19,2025-06-12 20:57:47,99.18,,USA
INV10413,P5920,Before National,20,2024-05-20 22:09:40,82.69,10007.0,Canada
INV10491,P8939,President Kind,47,2024-09-29 14:28:38,18.88,10017.0,Germany
INV10343,P1653,Energy Behind,21,2023-12-01 03:21:37,19.99,10066.0,Germany
INV10769,P1977,Along Around,45,2024-03-15 15:12:05,34.35,10016.0,Canada
INV10308,P3546,Both Catch,25,2023-10-22 21:20:33,3.27,10065.0,Canada
INV10661,P7625,,19,2023-09-30 17:31:23,19.93,10055.0,France
INV10130,P3504,Capital Break,22,2025-02-17 11:28:49,95.2,10076.0,Canada
INV10663,P6016,Program Director,48,2024-03-05 06:59:50,31.56,10026.0,Australia
INV10871,P7798,Current All,5,2025-07-05 19:40:29,29.24,10096.0,Germany
INV10099,P2489,Others Personal,7,2023-10-04 14:24:56,75.49,10080.0,USA
INV10372,P4652,During Toward,21,2024-08-20 06:34:08,39.32,10007.0,Netherlands
INV10087,P5339,Yet Director,18,2023-12-25 17:34:38,91.95,10018.0,United Kingdom
INV10458,P4185,Accept Pull,19,2025-08-04 10:30:02,32.9,10078.0,Netherlands
INV10330,P1158,Rise Political,48,2024-09-23 12:49:08,77.9,10091.0,France
INV10214,P4006,Phone Lose,17,2024-11-12 07:07:24,15.04,10044.0,Australia
INV10466,P7965,Suggest Power,1,2024-04-19 01:28:46,16.51,10075.0,Australia
INV10121,P1053,Form Card,34,2024-04-20 10:29:18,55.02,10078.0,Canada
INV10614,P6934,Family Gas,28,2024-07-08 15:41:32,70.9,10049.0,Netherlands
INV10020,P4611,Lawyer Family,30,2024-08-24 15:02:37,24.23,10067.0,USA
INV10700,P1893,Politics Science,38,2023-09-09 03:35:54,76.08,10051.0,Canada
INV10071,P4598,Such Finish,26,2025-06-13 23:54:48,19.65,10039.0,USA
INV10106,P7304,Gas West,11,2024-05-09 19:57:56,44.38,,France
INV10270,P6183,Card Lose,31,2023-08-17 22:24:54,77.09,10016.0,France
INV10860,P8905,Poor Candidate,42,2024-07-22 19:57:57,73.29,10021.0,Australia
INV10435,P8238,International Treat,43,2024-06-30 12:28:53,97.1,10061.0,Canada
INV10102,P3504,Throw Carry,1,2024-05-11 04:05:25,11.8,10088.0,Canada
